,crp_id,direct_amount,direct_count,employee_amount,employee_count,id,name,total_amount,total_count
9,N00003950,88900.00,35,0,0,7b47859e93ea4e4caca6e93bde4ff806,Communications Workers of America,88900.00,35
0,N00007087,103500.00,41,15400.00,12,691e0f84c20e487596a88f6376eda155,General Atomics,118900.00,53
1,N00007087,88500.00,54,0,0,bb98402bd4d3471cad392a671ecd733a,National Assn of Realtors,88500.00,54
2,N00007087,85750.00,48,0,0,c2daded88a9f4cc78cd513b0bf4c43fc,United Parcel Service,85750.00,48
3,N00007087,80750.00,43,2000.00,2,5516ba695ba741ab9f6ff35627621297,Lockheed Martin,82750.00,45
4,N00007087,73499.00,52,250.00,1,4438cca4c4ae4715b1bf348629b68cc0,General Dynamics,73749.00,53
5,N00007087,71500.00,38,0,0,8c257301b8274da3ae6d3df1554f5c7d,National Assn of Home Builders,71500.00,38
6,N00007087,69500.00,52,500.00,1,93d723231bec403c9b88d4a0c5260959,Boeing Co,70000.00,53
7,N00007087,62500.00,46,1100.00,3,6a2f5a216da4454198a2265b4955ff5d,Northrop Grumman,63600.00,49
8,N00007087,59500.00,33,3000.00,2,73f5c6693a6949e4861ed516ddc505d2,United Technologies,62500.00,35
9,N00007087,60500.00,53,0,0,a280dccfdac6477a9b2a03314511d193,Raytheon Co,60500.00,53
0,N00002577,107000.00,28,0,0,86d5e83ff7344fc784be3b1873ea0b59,AFLAC Inc,107000.00,28
1,N00002577,100000.00,31,0,0,f89c8e3ab2b44f72971f91b764868231,Teamsters Union,100000.00,31
2,N00002577,98000.00,55,500.00,1,bb98402bd4d3471cad392a671ecd733a,National Assn of Realtors,98500.00,56
3,N00002577,97800.00,36,0,0,b53b4ad137d743a996f4d7467700fc88,Intl Brotherhood of Electrical Workers,97800.00,36
4,N00002577,89850.00,23,0,0,68f73188dbf44f049e9138e0c0a54a2c,Machinists/Aerospace Workers Union,89850.00,23
5,N00002577,87850.00,36,0,0,6f6d63baaa6c4f5c9c739596e65b020e,Laborers Union,87850.00,36
6,N00002577,85000.00,40,250.00,1,fb702029157e4c7c887172eba71c66c5,American Fedn of St/Cnty/Munic Employees,85250.00,41
7,N00002577,83550.00,37,0,0,82b6cbef5c8a447ea2c4b2fffba57d0e,United Food & Commercial Workers Union,83550.00,37
8,N00002577,80000.00,38,0,0,34a10e8bb89843b8b9a89c1c09bed3f5,Air Line Pilots Assn,80000.00,38
9,N00002577,79500.00,32,0,0,73a89c3b554945cd8228fa82fc53b73a,American Federation of Teachers,79500.00,32
0,N00003476,44998.00,24,17250.00,26,1188f9989815473f97bd720d9a7325f1,Brown-Forman Corp,62248.00,50
1,N00003476,56000.00,34,0,0,bb98402bd4d3471cad392a671ecd733a,National Assn of Realtors,56000.00,34
2,N00003476,48900.00,46,3050.00,9,c2daded88a9f4cc78cd513b0bf4c43fc,United Parcel Service,51950.00,55
3,N00003476,50000.00,22,0,0,84c4c8704ef24193a4670c8a3aacb6bd,National Auto Dealers Assn,50000.00,22
4,N00003476,44200.00,21,0,0,55251eb36a2142f8a74c56455af6f11e,National Rifle Assn,44200.00,21
5,N00003476,34500.00,11,0,0,27a91bf5addc45d4b5646f92570deb89,American Medical Assn,34500.00,11
6,N00003476,30091.00,26,0,0,95468b7cb26c46de9e0bbaa0e992d9ec,American Assn of Nurse Anesthetists,30091.00,26
7,N00003476,29000.00,24,750.00,3,6cc1ce3fb2d64e77ad6db9057e4fe0c9,American Hospital Assn,29750.00,27
8,N00003476,23500.00,8,5850.00,9,a02ec0bf006b4381884379bc30e1eace,Kindred Healthcare,29350.00,17
9,N00003476,27500.00,29,0,0,329c4520cfbe49d098fb3b26aee07fe3,General Electric,27500.00,29
0,N00000616,37000.00,20,210000.00,243,73f5c6693a6949e4861ed516ddc505d2,United Technologies,247000.00,263
1,N00000616,10000.00,3,155450.00,114,f7662b0e9e4d463e9f747a8bb2b4e5e7,Lehman Brothers,165450.00,117
2,N00000616,16000.00,4,135100.00,91,141e5a5109c8435daaf039a7d11af9ea,Purdue Pharma,151100.00,95
3,N00000616,14046.00,9,136200.00,140,4e6bc9a6b7dc40d7b9b00d58c0e359db,Citigroup Inc,150246.00,149
4,N00000616,15000.00,3,118850.00,45,815d6005721a4aa5a6135675092bad56,Sempra Energy,133850.00,48
5,N00000616,2000.00,2,116626.00,71,7fba6adf0cc24190a4e7ec79f908a75f,Bear Stearns,118626.00,73
6,N00000616,0,0,115600.00,118,597eccfe48784677a437569ff6293097,Goldman Sachs,115600.00,118
7,N00000616,28500.00,11,81950.00,69,313a4f558e1c47adb01f264a18cec7bd,Aetna Inc,110450.00,80
8,N00000616,26000.00,11,82050.00,151,8d32fb72b5c6437b955b64ee495507a2,Hartford Financial Services,108050.00,162
9,N00000616,33050.00,16,53140.00,61,6650fac6bc474d4e8a9485fdbbda27ca,Pfizer Inc,86190.00,77
0,N00002599,81800.00,29,0,0,86d5e83ff7344fc784be3b1873ea0b59,AFLAC Inc,81800.00,29
1,N00002599,77299.00,45,3300.00,7,c2daded88a9f4cc78cd513b0bf4c43fc,United Parcel Service,80599.00,52
2,N00002599,76000.00,33,0,0,5202316fe79343a09a31e8c6c31ebe3d,American Bankers Assn,76000.00,33
3,N00002599,75999.00,43,0,0,e1f3b5e0d6d1493393baba18fabb8912,American Dental Assn,75999.00,43
4,N00002599,59000.00,20,0,0,84c4c8704ef24193a4670c8a3aacb6bd,National Auto Dealers Assn,59000.00,20
5,N00002599,57600.00,34,0,0,e47a4574d17542198f9ce317533ce0b8,Credit Union National Assn,57600.00,34
6,N00002599,57300.00,49,0,0,08db57ea0a774b69b22591cd532c0487,GEORGIA POWER,57300.00,49
7,N00002599,54800.00,28,0,0,4703da042a7047eba2bdf4850105d6d6,National Beer Wholesalers Assn,54800.00,28
8,N00002599,32000.00,22,21300.00,36,653ea5cad97c456c8d48d468910e47db,Ernst & Young,53300.00,58
9,N00002599,48000.00,23,950.00,3,8c257301b8274da3ae6d3df1554f5c7d,National Assn of Home Builders,48950.00,26
0,N00007479,39500.00,22,52232.00,47,440d027d703e46e1aa0ad8a6caee52c0,Cisco Systems,91732.00,69
1,N00007479,38000.00,19,50300.00,33,7e716c3ba2244122b96a9dfaf60bfa70,Google Inc,88300.00,52
2,N00007479,81500.00,41,0,0,c24ef68246554310aa03888ea10cd9bf,National Venture Capital Assn,81500.00,41
3,N00007479,10800.00,9,67700.00,47,89ca1185dc38445e881aba9baae0b8f7,Intuit Inc,78500.00,56
4,N00007479,78500.00,53,0,0,bb98402bd4d3471cad392a671ecd733a,National Assn of Realtors,78500.00,53
5,N00007479,66200.00,32,0,0,b53b4ad137d743a996f4d7467700fc88,Intl Brotherhood of Electrical Workers,66200.00,32
6,N00007479,16903.00,11,48350.00,53,06473eff031e4a059a75931330308574,"Fragomen, Del Rey et al",65253.00,64
7,N00007479,34000.00,17,21600.00,12,151d38d8c62c49b39540c99860581b8c,Oracle Corp,55600.00,29
8,N00007479,54000.00,22,0,0,d3db6dd51bef4b758300d6ea611f71ae,Assn of Trial Lawyers of America,54000.00,22
9,N00007479,52000.00,41,0,0,fb702029157e4c7c887172eba71c66c5,American Fedn of St/Cnty/Munic Employees,52000.00,41
0,N00001024,42000.00,22,123890.00,145,597eccfe48784677a437569ff6293097,Goldman Sachs,165890.00,167
1,N00001024,0,0,116794.00,104,7fba6adf0cc24190a4e7ec79f908a75f,Bear Stearns,116794.00,104
2,N00001024,104000.00,53,0,0,73a89c3b554945cd8228fa82fc53b73a,American Federation of Teachers,104000.00,53
3,N00001024,90800.00,52,0,0,bb98402bd4d3471cad392a671ecd733a,National Assn of Realtors,90800.00,52
4,N00001024,85250.00,40,0,0,6f6d63baaa6c4f5c9c739596e65b020e,Laborers Union,85250.00,40
5,N00001024,6500.00,4,75800.00,69,4e6bc9a6b7dc40d7b9b00d58c0e359db,Citigroup Inc,82300.00,73
6,N00001024,79500.00,51,0,0,6cc1ce3fb2d64e77ad6db9057e4fe0c9,American Hospital Assn,79500.00,51
7,N00001024,0,0,76650.00,42,0a46f75b1274468bb564b26933c08290,Weiler Arnow Management,76650.00,42
8,N00001024,76000.00,37,0,0,1b8fea7e453d4e75841eac48ff9df550,National Education Assn,76000.00,37
9,N00001024,0,0,74800.00,64,a0d580979be34ad4a646cca1791e3493,Kaye Scholer LLP,74800.00,64
0,N00005559,93500.00,43,9700.00,18,5202316fe79343a09a31e8c6c31ebe3d,American Bankers Assn,103200.00,61
1,N00005559,94500.00,95,0,0,6a3bbf070609453f8cce1913d025d27a,Farm Credit Council,94500.00,95
2,N00005559,82000.00,37,0,0,4703da042a7047eba2bdf4850105d6d6,National Beer Wholesalers Assn,82000.00,37
3,N00005559,76000.00,39,1000.00,2,d2bfa0f582b546a78c271d2ca12d8981,Dairy Farmers of America,77000.00,41
4,N00005559,34500.00,14,41000.00,30,131a5bb848b04a7ca6814d9ebc448b9d,Devon Energy,75500.00,44
5,N00005559,73500.00,45,0,0,bb98402bd4d3471cad392a671ecd733a,National Assn of Realtors,73500.00,45
6,N00005559,63500.00,33,1500.00,2,4817360e882848e6b6e236075db116a5,American Crystal Sugar,65000.00,35
7,N00005559,58559.00,47,0,0,d1bc3415511445038cd565ab0fcc3e8c,National Rural Electric Cooperative Assn,58559.00,47
8,N00005559,54250.00,72,0,0,82cca2cfc7c544b08e18545d02a7a4ff,Seaboard Corp,54250.00,72
9,N00005559,51000.00,32,0,0,653ea5cad97c456c8d48d468910e47db,Ernst & Young,51000.00,32
0,N00001764,40000.00,21,160960.00,339,ffee004004214350bd985c09fc2e41e2,Eli Lilly & Co,200960.00,360
1,N00001764,3000.00,3,152275.00,406,90e0a7078a0d4b72b78ecd84ff51605a,Barnes & Thornburg,155275.00,409
2,N00001764,0,0,83265.00,213,6976220e21ad4946b7b008e0ca6f6e31,Indiana University,83265.00,213
3,N00001764,16000.00,14,60550.00,106,40037198ed524ad7998db17c908bd06b,Cummins Inc,76550.00,120
4,N00001764,0,0,69638.00,166,a65c7cf749744defb0d92d054bf5de78,Baker & Daniels,69638.00,166
5,N00001764,28250.00,6,32460.00,38,1aa6c659d644411a92f2cf74f127a17e,NorPAC,60710.00,44
6,N00001764,25357.00,13,26250.00,35,436269aca0644b73bf5bec64c65b44ae,PepsiCo Inc,51607.00,48
7,N00001764,45000.00,14,4500.00,12,9c1373cdb0204496b01c5b935c625c87,Caterpillar Inc,49500.00,26
8,N00001764,8500.00,6,37999.00,54,eeb6d39f434047e299b7b6794847a1b9,Conseco Inc,46499.00,60
9,N00001764,41500.00,24,450.00,2,bac53ad942704ecdb4c8e851c111c8a8,ConAgra Foods,41950.00,26
0,N00011971,14545.00,14,35450.00,43,275163120c1d45119c78a4383061dd58,Venable LLP,49995.00,57
1,N00011971,0,0,48850.00,37,3dfc8658cb4c4d448a96011e547e8e80,Tower Investments,48850.00,37
2,N00011971,45000.00,17,2000.00,2,84c4c8704ef24193a4670c8a3aacb6bd,National Auto Dealers Assn,47000.00,19
3,N00011971,42999.00,17,2550.00,6,5393e8ca82a04d13b2fa699b4ec59291,Intel Corp,45549.00,23
4,N00011971,44500.00,28,0,0,5202316fe79343a09a31e8c6c31ebe3d,American Bankers Assn,44500.00,28
5,N00011971,43000.00,20,0,0,66cdec6131da464ab84cbb4b0f3ddaf7,Union Pacific Corp,43000.00,20
6,N00011971,37000.00,18,250.00,1,d473e580c5684a658b754eb97566cb05,AT&T Inc,37250.00,19
7,N00011971,36000.00,16,0,0,45054856eec447eaaa648982b482e878,SureWest Communications,36000.00,16
8,N00011971,35500.00,15,0,0,0687fd2402df47768abfb6673b2922a2,Burlington Northern Santa Fe Corp,35500.00,15
9,N00011971,35000.00,17,0,0,bb98402bd4d3471cad392a671ecd733a,National Assn of Realtors,35000.00,17
10,N00011971,35000.00,8,0,0,e2d995f524df4285ae25f40134da38aa,Every Republican is Crucial PAC,35000.00,8
0,N00005395,35358.00,36,83830.00,115,58fe6ab7d2de4586a9bbac47c82ca6fd,Entergy Corp,119188.00,151
1,N00005395,15000.00,3,98050.00,304,5e263a32710c45c5a83b3ba5ee2950c6,EMILY's List,113050.00,307
2,N00005395,0,0,98400.00,80,3d076ace7cde471cad19fe6acdc945df,Edison Chouest Offshore,98400.00,80
3,N00005395,29955.00,22,60670.00,74,430052c7198f4c199cf5a6b5e39bd539,Acadian Ambulance Service,90625.00,96
4,N00005395,25000.00,11,63900.00,43,efacb31592474c508507d9bed51ad2cc,Freeport-McMoRan Copper & Gold,88900.00,54
5,N00005395,0,0,83750.00,152,,Votesane PAC,83750.00,152
6,N00005395,44043.00,32,39220.00,57,243f0b06727949259a900c72bb8bd0d1,Adams & Reese,83263.00,89
7,N00005395,30000.00,18,51200.00,51,819555dfc3d449d2be54286f0cb385e2,Exxon Mobil,81200.00,69
8,N00005395,31460.00,29,46050.00,61,184a198a224447b8bcfbd9ed2cb2618b,"Jones, Walker et al",77510.00,90
9,N00005395,10000.00,3,63900.00,93,52a1620b2ff543ebb74718fbff742529,Patton Boggs LLP,73900.00,96
0,N00008046,0,0,79365.00,50,a8441e9a833e467d801ac803d95728a1,"Kazan, McClain et al",79365.00,50
1,N00008046,74750.00,29,0,0,f89c8e3ab2b44f72971f91b764868231,Teamsters Union,74750.00,29
2,N00008046,67300.00,23,6300.00,4,b53b4ad137d743a996f4d7467700fc88,Intl Brotherhood of Electrical Workers,73600.00,27
3,N00008046,73510.00,47,0,0,bb98402bd4d3471cad392a671ecd733a,National Assn of Realtors,73510.00,47
4,N00008046,72499.00,25,0,0,e31bfef434e9470b9e473d6182f2d021,Service Employees International Union,72499.00,25
5,N00008046,69500.00,23,0,0,68f73188dbf44f049e9138e0c0a54a2c,Machinists/Aerospace Workers Union,69500.00,23
6,N00008046,63500.00,28,0,0,425be85642b24cc2bc3d8a0bb3c7bc92,Sheet Metal Workers Union,63500.00,28
7,N00008046,63000.00,40,0,0,4d3167b97c9f48deb433aad57bb0ee44,United Auto Workers,63000.00,40
8,N00008046,61000.00,21,0,0,597f647e3b7540f3a0d02d6940c3a7de,Carpenters & Joiners Union,61000.00,21
9,N00008046,59000.00,37,0,0,fb702029157e4c7c887172eba71c66c5,American Fedn of St/Cnty/Munic Employees,59000.00,37
10,N00008046,59000.00,24,0,0,1b8fea7e453d4e75841eac48ff9df550,National Education Assn,59000.00,24
0,N00004933,67500.00,19,94425.00,189,9c1373cdb0204496b01c5b935c625c87,Caterpillar Inc,161925.00,208
1,N00004933,54000.00,26,0,0,84c4c8704ef24193a4670c8a3aacb6bd,National Auto Dealers Assn,54000.00,26
2,N00004933,0,0,51850.00,96,b4614b84ac6440fdb1d34d27d29ca3e4,Cassidy & Assoc/Interpublic Group,51850.00,96
3,N00004933,50500.00,25,0,0,34a10e8bb89843b8b9a89c1c09bed3f5,Air Line Pilots Assn,50500.00,25
4,N00004933,48250.00,31,300.00,1,bb98402bd4d3471cad392a671ecd733a,National Assn of Realtors,48550.00,32
5,N00004933,40500.00,19,0,0,27a91bf5addc45d4b5646f92570deb89,American Medical Assn,40500.00,19
6,N00004933,40440.00,40,0,0,c2daded88a9f4cc78cd513b0bf4c43fc,United Parcel Service,40440.00,40
7,N00004933,40000.00,16,0,0,4703da042a7047eba2bdf4850105d6d6,National Beer Wholesalers Assn,40000.00,16
8,N00004933,37000.00,10,0,0,597f647e3b7540f3a0d02d6940c3a7de,Carpenters & Joiners Union,37000.00,10
9,N00004933,27500.00,18,1000.00,1,6cc1ce3fb2d64e77ad6db9057e4fe0c9,American Hospital Assn,28500.00,19
10,N00004933,28500.00,19,0,0,f4b3fc320fc64c96910ea583311b22ac,Exelon Corp,28500.00,19
0,N00003545,17000.00,6,249200.00,175,80498fe7281b4902b13455d1d4be433b,Forest City Enterprises,266200.00,181
1,N00003545,0,0,98400.00,58,524fae95d63449b28ab71c49e0f0a4c0,Gross Builders,98400.00,58
2,N00003545,62130.00,42,29300.00,21,567930c691434b488db60b2b6253d18f,FirstEnergy Corp,91430.00,63
3,N00003545,83000.00,38,0,0,84c4c8704ef24193a4670c8a3aacb6bd,National Auto Dealers Assn,83000.00,38
4,N00003545,81360.00,49,0,0,bb98402bd4d3471cad392a671ecd733a,National Assn of Realtors,81360.00,49
5,N00003545,78604.00,54,0,0,e47a4574d17542198f9ce317533ce0b8,Credit Union National Assn,78604.00,54
6,N00003545,77499.00,54,0,0,c2daded88a9f4cc78cd513b0bf4c43fc,United Parcel Service,77499.00,54
7,N00003545,77000.00,35,0,0,b91d64c85b1b43faa13b7abff81b7bc4,United Transportation Union,77000.00,35
8,N00003545,65000.00,35,0,0,34a10e8bb89843b8b9a89c1c09bed3f5,Air Line Pilots Assn,65000.00,35
9,N00003545,64000.00,27,0,0,076a3ff56eed4904b25d6781ed99c917,Operating Engineers Union,64000.00,27
0,N00000851,65000.00,22,54400.00,69,3abcda7d0c81429e96d4b0c319e87225,Harrah's Entertainment,119400.00,91
1,N00000851,98500.00,56,0,0,bb98402bd4d3471cad392a671ecd733a,National Assn of Realtors,98500.00,56
2,N00000851,67000.00,49,26050.00,55,5516ba695ba741ab9f6ff35627621297,Lockheed Martin,93050.00,104
3,N00000851,90500.00,29,0,0,b53b4ad137d743a996f4d7467700fc88,Intl Brotherhood of Electrical Workers,90500.00,29
4,N00000851,85000.00,34,0,0,6f6d63baaa6c4f5c9c739596e65b020e,Laborers Union,85000.00,34
5,N00000851,80750.00,41,0,0,1bba6ae7847d4d849b1f5cdb3ad75b01,Ironworkers Union,80750.00,41
6,N00000851,78999.00,27,0,0,597f647e3b7540f3a0d02d6940c3a7de,Carpenters & Joiners Union,78999.00,27
7,N00000851,78500.00,35,0,0,34a10e8bb89843b8b9a89c1c09bed3f5,Air Line Pilots Assn,78500.00,35
8,N00000851,77920.00,61,0,0,c2daded88a9f4cc78cd513b0bf4c43fc,United Parcel Service,77920.00,61
9,N00000851,32498.00,12,45100.00,38,0c040c87b9484269893be92d2b1ec3c8,MGM Mirage,77598.00,50
0,N00000575,90500.00,29,203750.00,294,73f5c6693a6949e4861ed516ddc505d2,United Technologies,294250.00,323
1,N00000575,80500.00,33,82859.00,208,8d32fb72b5c6437b955b64ee495507a2,Hartford Financial Services,163359.00,241
2,N00000575,0,0,93049.00,156,26132828405f4502b0005f424540f1b5,Halloran & Sage,93049.00,156
3,N00000575,72000.00,29,14300.00,27,313a4f558e1c47adb01f264a18cec7bd,Aetna Inc,86300.00,56
4,N00000575,47000.00,28,34800.00,60,8b946cec819a49108e9717753c8ede93,Massachusetts Mutual Life Insurance,81800.00,88
5,N00000575,76000.00,18,0,0,b53b4ad137d743a996f4d7467700fc88,Intl Brotherhood of Electrical Workers,76000.00,18
6,N00000575,74000.00,28,500.00,1,4703da042a7047eba2bdf4850105d6d6,National Beer Wholesalers Assn,74500.00,29
7,N00000575,74000.00,31,0,0,fb702029157e4c7c887172eba71c66c5,American Fedn of St/Cnty/Munic Employees,74000.00,31
8,N00000575,74000.00,23,0,0,68f73188dbf44f049e9138e0c0a54a2c,Machinists/Aerospace Workers Union,74000.00,23
9,N00000575,69000.00,45,250.00,1,bb98402bd4d3471cad392a671ecd733a,National Assn of Realtors,69250.00,46
0,N00009724,70000.00,45,54450.00,152,4438cca4c4ae4715b1bf348629b68cc0,General Dynamics,124450.00,197
1,N00009724,82500.00,22,0,0,6f6d63baaa6c4f5c9c739596e65b020e,Laborers Union,82500.00,22
2,N00009724,63000.00,37,18100.00,49,a280dccfdac6477a9b2a03314511d193,Raytheon Co,81100.00,86
3,N00009724,80000.00,36,0,0,bb98402bd4d3471cad392a671ecd733a,National Assn of Realtors,80000.00,36
4,N00009724,77500.00,25,2000.00,7,73a89c3b554945cd8228fa82fc53b73a,American Federation of Teachers,79500.00,32
5,N00009724,74000.00,29,0,0,b53b4ad137d743a996f4d7467700fc88,Intl Brotherhood of Electrical Workers,74000.00,29
6,N00009724,71000.00,23,0,0,82b6cbef5c8a447ea2c4b2fffba57d0e,United Food & Commercial Workers Union,71000.00,23
7,N00009724,70000.00,18,0,0,f89c8e3ab2b44f72971f91b764868231,Teamsters Union,70000.00,18
8,N00009724,68500.00,26,0,0,425be85642b24cc2bc3d8a0bb3c7bc92,Sheet Metal Workers Union,68500.00,26
9,N00009724,64000.00,30,0,0,8c257301b8274da3ae6d3df1554f5c7d,National Assn of Home Builders,64000.00,30
0,N00009759,65000.00,38,140000.00,183,f1244474fad44ad9a3a57859b4a709b1,Microsoft Corp,205000.00,221
1,N00009759,69000.00,56,12500.00,25,93d723231bec403c9b88d4a0c5260959,Boeing Co,81500.00,81
2,N00009759,80000.00,18,1000.00,1,b53b4ad137d743a996f4d7467700fc88,Intl Brotherhood of Electrical Workers,81000.00,19
3,N00009759,72140.00,30,6000.00,11,e1f3b5e0d6d1493393baba18fabb8912,American Dental Assn,78140.00,41
4,N00009759,69000.00,15,250.00,1,68f73188dbf44f049e9138e0c0a54a2c,Machinists/Aerospace Workers Union,69250.00,16
5,N00009759,65000.00,33,1250.00,5,fb702029157e4c7c887172eba71c66c5,American Fedn of St/Cnty/Munic Employees,66250.00,38
6,N00009759,66000.00,34,0,0,bb98402bd4d3471cad392a671ecd733a,National Assn of Realtors,66000.00,34
7,N00009759,65000.00,40,0,0,e08e4fb19d6e45358bd544c674ba573f,National Air Traffic Controllers Assn,65000.00,40
8,N00009759,58500.00,15,0,0,597f647e3b7540f3a0d02d6940c3a7de,Carpenters & Joiners Union,58500.00,15
9,N00009759,58500.00,19,0,0,f89c8e3ab2b44f72971f91b764868231,Teamsters Union,58500.00,19
0,N00013855,75000.00,16,16950.00,32,1bba6ae7847d4d849b1f5cdb3ad75b01,Ironworkers Union,91950.00,48
1,N00013855,67500.00,20,1900.00,6,c869c8e293614e10960b2e77f5eabecd,Plumbers/Pipefitters Union,69400.00,26
2,N00013855,68500.00,20,0,0,425be85642b24cc2bc3d8a0bb3c7bc92,Sheet Metal Workers Union,68500.00,20
3,N00013855,63500.00,14,0,0,1df6bba1eacb429d914630b767426d88,American Postal Workers Union,63500.00,14
4,N00013855,48000.00,19,13775.00,32,8c007e162ca1450cbe7f976732a9a770,FMR Corp,61775.00,51
5,N00013855,61500.00,16,0,0,68f73188dbf44f049e9138e0c0a54a2c,Machinists/Aerospace Workers Union,61500.00,16
6,N00013855,59500.00,19,1500.00,5,b53b4ad137d743a996f4d7467700fc88,Intl Brotherhood of Electrical Workers,61000.00,24
7,N00013855,57497.00,42,0,0,82b6cbef5c8a447ea2c4b2fffba57d0e,United Food & Commercial Workers Union,57497.00,42
8,N00013855,54000.00,16,1950.00,7,f89c8e3ab2b44f72971f91b764868231,Teamsters Union,55950.00,23
9,N00013855,54000.00,24,0,0,b01222ad124a44aca08a8193253c2011,Amalgamated Transit Union,54000.00,24
0,N00027239,0,0,56300.00,47,,Scheck Industries,56300.00,47
1,N00027239,0,0,54800.00,43,,Weglarz Co,54800.00,43
2,N00027239,50000.00,10,0,0,c869c8e293614e10960b2e77f5eabecd,Plumbers/Pipefitters Union,50000.00,10
3,N00027239,46500.00,15,0,0,6f6d63baaa6c4f5c9c739596e65b020e,Laborers Union,46500.00,15
4,N00027239,45000.00,10,0,0,68f73188dbf44f049e9138e0c0a54a2c,Machinists/Aerospace Workers Union,45000.00,10
5,N00027239,44000.00,16,0,0,b91d64c85b1b43faa13b7abff81b7bc4,United Transportation Union,44000.00,16
6,N00027239,44000.00,26,0,0,bb98402bd4d3471cad392a671ecd733a,National Assn of Realtors,44000.00,26
7,N00027239,43000.00,25,0,0,e08e4fb19d6e45358bd544c674ba573f,National Air Traffic Controllers Assn,43000.00,25
8,N00027239,41000.00,23,1100.00,3,e20f02b97362476f9542809e1ec3d242,CSX Corp,42100.00,26
9,N00027239,41500.00,29,0,0,66cdec6131da464ab84cbb4b0f3ddaf7,Union Pacific Corp,41500.00,29
0,N00028133,50000.00,18,0,0,84c4c8704ef24193a4670c8a3aacb6bd,National Auto Dealers Assn,50000.00,18
1,N00028133,0,0,38300.00,17,,Bogosian & Co,38300.00,17
2,N00028133,37500.00,26,500.00,2,2d625ce311ff4aa091ae66f440c2a62f,Honeywell International,38000.00,28
3,N00028133,38000.00,17,0,0,bb98402bd4d3471cad392a671ecd733a,National Assn of Realtors,38000.00,17
4,N00028133,37500.00,22,0,0,6aab47626721430cb16834a0e29bbcc6,Koch Industries,37500.00,22
5,N00028133,35000.00,25,0,0,6a2f5a216da4454198a2265b4955ff5d,Northrop Grumman,35000.00,25
6,N00028133,35000.00,7,0,0,e2d995f524df4285ae25f40134da38aa,Every Republican is Crucial PAC,35000.00,7
7,N00028133,28000.00,27,0,0,5516ba695ba741ab9f6ff35627621297,Lockheed Martin,28000.00,27
8,N00028133,27500.00,10,0,0,4703da042a7047eba2bdf4850105d6d6,National Beer Wholesalers Assn,27500.00,10
9,N00028133,26000.00,23,200.00,1,a280dccfdac6477a9b2a03314511d193,Raytheon Co,26200.00,24
0,N00027741,0,0,154194.00,390,0df25155ec624d9d8df698539d5334ec,University of Iowa,154194.00,390
1,N00027741,500.00,1,104963.00,181,dca1ab34f315427aa001ffe34afec212,ActBlue,105463.00,182
2,N00027741,28500.00,34,22250.00,17,13d2cf3a507b4181ad9f6744f0708f52,Rockwell Collins Inc,50750.00,51
3,N00027741,48250.00,23,1250.00,5,b53b4ad137d743a996f4d7467700fc88,Intl Brotherhood of Electrical Workers,49500.00,28
4,N00027741,45000.00,13,500.00,2,1b8fea7e453d4e75841eac48ff9df550,National Education Assn,45500.00,15
5,N00027741,45000.00,13,0,0,73a89c3b554945cd8228fa82fc53b73a,American Federation of Teachers,45000.00,13
6,N00027741,45000.00,9,0,0,a69a98684ce44d5385cfaff948b3c6eb,United Steelworkers,45000.00,9
